YEAR ,ROUND ,SEED 1,TEAM 1,SCORE 2,SEED 2,TEAM 2,SCORE ,Upset,Upset Val,W_Team,W_Seed,L_Seed,W_Score,L_Score,Difference,LowerSeed,HigherSeed
2015,Sweet 16,1,Wisconsin,79,4,North Carolina,72,Not Upset,0,Wisconsin,1,4,79,72,7,1,4
2015,Second Round,1,Wisconsin,72,8,Oregon,65,Not Upset,0,Wisconsin,1,8,72,65,7,1,8
2014,Play-In,16,Albany (N.Y.),71,16,Mount St. Mary's,64,Not Upset,0,Albany (N.Y.),16,16,71,64,7,16,16
2014,Second Round,12,Harvard,73,4,Michigan State,80,Not Upset,0,Michigan State,4,12,80,73,7,4,12
2014,First Round,8,Kentucky,56,9,Kansas State,49,Not Upset,0,Kentucky,8,9,56,49,7,8,9
2014,First Round,4,Louisville,71,13,Manhattan,64,Not Upset,0,Louisville,4,13,71,64,7,4,13
1985,Final Four,2,Memphis,45,8,Villanova,52,Upset,1,Villanova,8,2,52,45,7,2,8
2013,First Round,1,Kansas,64,16,Western Kentucky,57,Not Upset,0,Kansas,1,16,64,57,7,1,16
2013,First Round,8,North Carolina,78,9,Villanova,71,Not Upset,0,North Carolina,8,9,78,71,7,8,9
2014,First Round,3,Duke,71,14,Mercer,78,Upset,1,Mercer,14,3,78,71,7,3,14
2011,Sweet 16,3,Connecticut,74,2,San Diego State,67,Upset,1,Connecticut,3,2,74,67,7,2,3
2012,Second Round,7,Gonzaga,66,2,Ohio State,73,Not Upset,0,Ohio State,2,7,73,66,7,2,7
2012,First Round,4,Louisville,69,13,Davidson,62,Not Upset,0,Louisville,4,13,69,62,7,4,13
2012,First Round,5,New Mexico,75,12,Long Beach State,68,Not Upset,0,New Mexico,5,12,75,68,7,5,12
2012,First Round,1,Syracuse,72,16,UNC Asheville,65,Not Upset,0,Syracuse,1,16,72,65,7,1,16
1995,First Round,3,Michigan State,72,14,Weber State,79,Upset,1,Weber State,14,3,79,72,7,3,14
1992,First Round,3,Arizona,80,14,East Tennessee State,87,Upset,1,East Tennessee State,14,3,87,80,7,3,14
2011,Second Round,7,Temple,64,2,San Diego State,71,Not Upset,0,San Diego State,2,7,71,64,7,2,7
1986,First Round,3,Notre Dame,83,14,Arkansas-Little Rock,90,Upset,1,Arkansas-Little Rock,14,3,90,83,7,3,14
2017,Elite Eight,4,Florida,70,7,South Carolina,77,Upset,1,South Carolina,7,4,77,70,7,4,7
2010,First Round,7,Brigham Young,99,10,Florida,92,Not Upset,0,Brigham Young,7,10,99,92,7,7,10
2010,Elite Eight,1,Duke,78,3,Baylor,71,Not Upset,0,Duke,1,3,78,71,7,1,3
2010,First Round,8,Gonzaga,67,9,Florida State,60,Not Upset,0,Gonzaga,8,9,67,60,7,8,9
2011,Elite Eight,4,Kentucky,76,2,North Carolina,69,Upset,1,Kentucky,4,2,76,69,7,2,4
2010,Sweet 16,9,Northern Iowa,52,5,Michigan State,59,Not Upset,0,Michigan State,5,9,59,52,7,5,9
2009,Elite Eight,1,Connecticut,82,3,Missouri,75,Not Upset,0,Connecticut,1,3,82,75,7,1,3
2008,National Championship,1,Kansas,75,1,Memphis,68,Not Upset,0,Kansas,1,1,75,68,7,1,1
2008,First Round,8,Mississippi State,76,9,Oregon,69,Not Upset,0,Mississippi State,8,9,76,69,7,8,9
2008,Second Round,6,Purdue,78,3,Xavier,85,Not Upset,0,Xavier,3,6,85,78,7,3,6
2007,Second Round,7,Boston College,55,2,Georgetown,62,Not Upset,0,Georgetown,2,7,62,55,7,2,7
2007,Second Round,1,Florida,74,9,Purdue,67,Not Upset,0,Florida,1,9,74,67,7,1,9
2007,Final Four,2,Georgetown,60,1,Ohio State,67,Not Upset,0,Ohio State,1,2,67,60,7,1,2
2010,Elite Eight,5,Butler,63,2,Kansas State,56,Upset,1,Butler,5,2,63,56,7,2,5
2007,Second Round,1,Ohio State,78,9,Xavier,71,Not Upset,0,Ohio State,1,9,78,71,7,1,9
1997,Second Round,5,California,75,4,Villanova,68,Upset,1,California,5,4,75,68,7,4,5
2004,First Round,6,Boston College,58,11,Utah,51,Not Upset,0,Boston College,6,11,58,51,7,6,11
2004,First Round,7,DePaul,76,10,Dayton,69,Not Upset,0,DePaul,7,10,76,69,7,7,10
2003,First Round,5,Wisconsin,81,12,Weber State,74,Not Upset,0,Wisconsin,5,12,81,74,7,5,12
2002,First Round,6,California,82,11,Penn,75,Not Upset,0,California,6,11,82,75,7,6,11
2002,Second Round,1,Duke,84,8,Notre Dame,77,Not Upset,0,Duke,1,8,84,77,7,1,8
2001,Elite Eight,1,Michigan State,69,11,Temple,62,Not Upset,0,Michigan State,1,11,69,62,7,1,11
2002,First Round,6,Gonzaga,66,11,Wyoming,73,Upset,1,Wyoming,11,6,73,66,7,6,11
2001,Second Round,1,Stanford,90,9,St. Joseph's,83,Not Upset,0,Stanford,1,9,90,83,7,1,9
1999,Second Round,1,Auburn,81,9,Oklahoma State,74,Not Upset,0,Auburn,1,9,81,74,7,1,9
1990,Sweet 16,6,Minnesota,82,2,Syracuse,75,Upset,1,Minnesota,6,2,82,75,7,2,6
1999,Elite Eight,1,Michigan State,73,3,Kentucky,66,Not Upset,0,Michigan State,1,3,73,66,7,1,3
1988,Final Four,6,Kansas,66,2,Duke,59,Upset,1,Kansas,6,2,66,59,7,2,6
1988,First Round,6,Missouri,80,11,Rhode Island,87,Upset,1,Rhode Island,11,6,87,80,7,6,11
1999,First Round,6,Temple,61,11,Kent State,54,Not Upset,0,Temple,6,11,61,54,7,6,11
1986,First Round,6,Purdue,87,11,LSU,94,Upset,1,LSU,11,6,94,87,7,6,11
2019,First Round,7,Cincinnati,72,10,Iowa,79,Upset,1,Iowa,10,7,79,72,7,7,10
1998,First Round,7,Indiana,94,10,Oklahoma,87,Not Upset,0,Indiana,7,10,94,87,7,7,10
2017,Second Round,7,South Carolina,88,2,Duke,81,Upset,1,South Carolina,7,2,88,81,7,2,7
1997,First Round,5,Boston College,73,12,Valparaiso,66,Not Upset,0,Boston College,5,12,73,66,7,5,12
2011,First Round,7,Texas A&M,50,10,Florida State,57,Upset,1,Florida State,10,7,57,50,7,7,10
2010,Second Round,5,Texas A&M,61,4,Purdue,63,Not Upset,0,Purdue,4,5,63,61,2,4,5
2006,Second Round,7,Wichita State,80,2,Tennessee,73,Upset,1,Wichita State,7,2,80,73,7,2,7
1996,First Round,8,Georgia,81,9,Clemson,74,Not Upset,0,Georgia,8,9,81,74,7,8,9
1996,Final Four,1,Massachusetts,74,1,Kentucky,81,Not Upset,0,Kentucky,1,1,81,74,7,1,1
1996,First Round,5,Mississippi State,58,12,Virginia Commonwealth,51,Not Upset,0,Mississippi State,5,12,58,51,7,5,12
1995,Final Four,2,Arkansas,75,2,North Carolina,68,Not Upset,0,Arkansas,2,2,75,68,7,2,2
1995,Elite Eight,4,Virginia,61,2,Arkansas,68,Not Upset,0,Arkansas,2,4,68,61,7,2,4
1994,Sweet 16,3,Michigan,78,10,Maryland,71,Not Upset,0,Michigan,3,10,78,71,7,3,10
1993,Elite Eight,1,North Carolina,75,2,Cincinnati,68,Not Upset,0,North Carolina,1,2,75,68,7,1,2
2016,First Round,8,Colorado,67,9,Connecticut,74,Upset,1,Connecticut,9,8,74,67,7,8,9
2012,First Round,8,Memphis,54,9,St. Louis,61,Upset,1,St. Louis,9,8,61,54,7,8,9
1992,First Round,5,Michigan State,61,12,Missouri State,54,Not Upset,0,Michigan State,5,12,61,54,7,5,12
2011,Sweet 16,8,Butler,61,4,Wisconsin,54,Upset,1,Butler,8,4,61,54,7,4,8
1992,First Round,6,Michigan,73,11,Temple,66,Not Upset,0,Michigan,6,11,73,66,7,6,11
1992,Sweet 16,1,Ohio State,80,4,North Carolina,73,Not Upset,0,Ohio State,1,4,80,73,7,1,4
1992,Sweet 16,1,UCLA,85,12,New Mexico State,78,Not Upset,0,UCLA,1,12,85,78,7,1,12
1991,Second Round,1,Arkansas,97,8,Arizona State,90,Not Upset,0,Arkansas,1,8,97,90,7,1,8
1991,National Championship,2,Duke,72,3,Kansas,65,Not Upset,0,Duke,2,3,72,65,7,2,3
1991,First Round,4,St. John's,75,13,Northern Illinois,68,Not Upset,0,St. John's,4,13,75,68,7,4,13
2001,First Round,8,Tennessee,63,9,Charlotte,70,Upset,1,Charlotte,9,8,70,63,7,8,9
1990,First Round,5,LSU,70,12,Villanova,63,Not Upset,0,LSU,5,12,70,63,7,5,12
1996,First Round,8,Duke,51,9,Eastern Michigan,58,Upset,1,Eastern Michigan,9,8,58,51,7,8,9
1994,First Round,8,Illinois,77,9,Georgetown,84,Upset,1,Georgetown,9,8,84,77,7,8,9
1989,Second Round,1,Georgetown,81,9,Notre Dame,74,Not Upset,0,Georgetown,1,9,81,74,7,1,9
1989,Second Round,7,UCLA,81,2,North Carolina,88,Not Upset,0,North Carolina,2,7,88,81,7,2,7
1986,Sweet 16,8,Auburn,70,4,UNLV,63,Upset,1,Auburn,8,4,70,63,7,4,8
1989,Second Round,7,West Virginia,63,2,Duke,70,Not Upset,0,Duke,2,7,70,63,7,2,7
2010,Second Round,10,St. Mary's (Cal.),75,2,Villanova,68,Upset,1,St. Mary's (Cal.),10,2,75,68,7,2,10
1987,First Round,5,Duke,58,12,Texas A&M,51,Not Upset,0,Duke,5,12,58,51,7,5,12
1987,First Round,7,UTEP,98,10,Arizona,91,Not Upset,0,UTEP,7,10,98,91,7,7,10
1986,Sweet 16,1,Duke,74,12,DePaul,67,Not Upset,0,Duke,1,12,74,67,7,1,12
1986,First Round,1,Duke,85,16,Mississippi Valley State,78,Not Upset,0,Duke,1,16,85,78,7,1,16
1986,Second Round,1,Kentucky,71,8,Western Kentucky,64,Not Upset,0,Kentucky,1,8,71,64,7,1,8
1985,First Round,2,Georgia Tech,65,15,Mercer,58,Not Upset,0,Georgia Tech,2,15,65,58,7,2,15
2019,Elite Eight,1,Gonzaga,69,3,Texas Tech,75,Upset,1,Texas Tech,3,1,75,69,6,1,3
2019,Play-In,16,Fairleigh Dickinson,82,16,Prairie View,76,Not Upset,0,Fairleigh Dickinson,16,16,82,76,6,16,16
2019,Second Round,10,Iowa,77,2,Tennessee,83,Not Upset,0,Tennessee,2,10,83,77,6,2,10
2016,Elite Eight,1,Virginia,62,10,Syracuse,68,Upset,1,Syracuse,10,1,68,62,6,1,10
2013,Second Round,1,Gonzaga,70,9,Wichita State,76,Upset,1,Wichita State,9,1,76,70,6,1,9
2019,Second Round,7,Wofford,56,2,Kentucky,62,Not Upset,0,Kentucky,2,7,62,56,6,2,7
2018,Second Round,5,Ohio State,84,4,Gonzaga,90,Not Upset,0,Gonzaga,4,5,90,84,6,4,5
2017,First Round,8,Arkansas,77,9,Seton Hall,71,Not Upset,0,Arkansas,8,9,77,71,6,8,9
2017,First Round,3,Florida State,86,14,Florida Gulf Coast,80,Not Upset,0,Florida State,3,14,86,80,6,3,14
2017,National Championship,1,Gonzaga,65,1,North Carolina,71,Not Upset,0,North Carolina,1,1,71,65,6,1,1
2017,Second Round,1,Gonzaga,79,8,Northwestern,73,Not Upset,0,Gonzaga,1,8,79,73,6,1,8
2001,Elite Eight,1,Illinois,81,2,Arizona,87,Upset,1,Arizona,2,1,87,81,6,1,2
2017,First Round,4,West Virginia,86,13,Bucknell,80,Not Upset,0,West Virginia,4,13,86,80,6,4,13
1998,Final Four,1,North Carolina,59,3,Utah,65,Upset,1,Utah,3,1,65,59,6,1,3
1993,Elite Eight,1,Indiana,77,2,Kansas,83,Upset,1,Kansas,2,1,83,77,6,1,2
1992,Second Round,1,Kansas,60,9,UTEP,66,Upset,1,UTEP,9,1,66,60,6,1,9
1991,Final Four,1,North Carolina,73,3,Kansas,79,Upset,1,Kansas,3,1,79,73,6,1,3
2015,First Round,12,Buffalo,62,5,West Virginia,68,Not Upset,0,West Virginia,5,12,68,62,6,5,12
2015,Second Round,11,Dayton,66,3,Oklahoma,72,Not Upset,0,Oklahoma,3,11,72,66,6,3,11
2015,Sweet 16,1,Duke,63,5,Utah,57,Not Upset,0,Duke,1,5,63,57,6,1,5
2015,First Round,8,Oregon,79,9,Oklahoma State,73,Not Upset,0,Oregon,8,9,79,73,6,8,9
1989,Sweet 16,1,Oklahoma,80,5,Virginia,86,Upset,1,Virginia,5,1,86,80,6,1,5
2014,Sweet 16,1,Arizona,70,4,San Diego State,64,Not Upset,0,Arizona,1,4,70,64,6,1,4
2014,National Championship,7,Connecticut,60,8,Kentucky,54,Not Upset,0,Connecticut,7,8,60,54,6,7,8
2013,Second Round,12,California,60,4,Syracuse,66,Not Upset,0,Syracuse,4,12,66,60,6,4,12
2013,First Round,1,Gonzaga,64,16,Southern,58,Not Upset,0,Gonzaga,1,16,64,58,6,1,16
2013,Second Round,1,Indiana,58,9,Temple,52,Not Upset,0,Indiana,1,9,58,52,6,1,9
2013,National Championship,1,Louisville,82,4,Michigan,76,Not Upset,0,Louisville,1,4,82,76,6,1,4
2013,First Round,3,New Mexico,62,14,Harvard,68,Upset,1,Harvard,14,3,68,62,6,3,14
2012,Play-In,14,Brigham Young,78,14,Iona,72,Not Upset,0,Brigham Young,14,14,78,72,6,14,14
2012,First Round,6,Cincinnati,65,11,Texas,59,Not Upset,0,Cincinnati,6,11,65,59,6,6,11
2012,First Round,8,Kansas State,70,9,Southern Mississippi,64,Not Upset,0,Kansas State,8,9,70,64,6,8,9
2019,First Round,4,Kansas State,64,13,UC Irvine,70,Upset,1,UC Irvine,13,4,70,64,6,4,13
2018,First Round,4,Wichita State,75,13,Marshall,81,Upset,1,Marshall,13,4,81,75,6,4,13
2014,Elite Eight,4,Michigan State,54,7,Connecticut,60,Upset,1,Connecticut,7,4,60,54,6,4,7
2019,Elite Eight,5,Auburn,77,2,Kentucky,71,Upset,1,Auburn,5,2,77,71,6,2,5
2016,Second Round,5,Indiana,73,4,Kentucky,67,Upset,1,Indiana,5,4,73,67,6,4,5
2007,First Round,7,Nevada,77,10,Creighton,71,Not Upset,0,Nevada,7,10,77,71,6,7,10
2006,Sweet 16,1,Connecticut,98,5,Washington,92,Not Upset,0,Connecticut,1,5,98,92,6,1,5
2008,First Round,5,Clemson,69,12,Villanova,75,Upset,1,Villanova,12,5,75,69,6,5,12
2006,Second Round,1,Duke,70,8,George Washington,64,Not Upset,0,Duke,1,8,70,64,6,1,8
2006,Second Round,5,Pittsburgh,66,13,Bradley,72,Upset,1,Bradley,13,5,72,66,6,5,13
2005,Elite Eight,5,Michigan State,94,2,Kentucky,88,Upset,1,Michigan State,5,2,94,88,6,2,5
2005,First Round,2,Connecticut,77,15,Central Florida,71,Not Upset,0,Connecticut,2,15,77,71,6,2,15
2005,First Round,4,Louisville,68,13,Louisiana-Lafayette,62,Not Upset,0,Louisville,4,13,68,62,6,4,13
2005,Elite Eight,1,North Carolina,88,6,Wisconsin,82,Not Upset,0,North Carolina,1,6,88,82,6,1,6
2005,First Round,6,Utah,60,11,UTEP,54,Not Upset,0,Utah,6,11,60,54,6,6,11
1996,First Round,5,Penn State,80,12,Arkansas,86,Upset,1,Arkansas,12,5,86,80,6,5,12
1993,Second Round,5,Wake Forest,84,4,Iowa,78,Upset,1,Wake Forest,5,4,84,78,6,4,5
1989,Second Round,5,North Carolina State,102,4,Iowa,96,Upset,1,North Carolina State,5,4,102,96,6,4,5
2003,Second Round,11,Central Michigan,80,3,Duke,86,Not Upset,0,Duke,3,11,86,80,6,3,11
2003,Sweet 16,1,Kentucky,63,5,Wisconsin,57,Not Upset,0,Kentucky,1,5,63,57,6,1,5
2012,Second Round,6,Cincinnati,62,3,Florida State,56,Upset,1,Cincinnati,6,3,62,56,6,3,6
2002,Elite Eight,12,Missouri,75,2,Oklahoma,81,Not Upset,0,Oklahoma,2,12,81,75,6,2,12
2003,First Round,6,Creighton,73,11,Central Michigan,79,Upset,1,Central Michigan,11,6,79,73,6,6,11
1997,Second Round,6,Stanford,72,3,Wake Forest,66,Upset,1,Stanford,6,3,72,66,6,3,6
1999,Final Four,1,Duke,68,1,Michigan State,62,Not Upset,0,Duke,1,1,68,62,6,1,1
1989,First Round,6,Georgia Tech,70,11,Texas,76,Upset,1,Texas,11,6,76,70,6,6,11
1999,Final Four,4,Ohio State,58,1,Connecticut,64,Not Upset,0,Connecticut,1,4,64,58,6,1,4
1988,Sweet 16,6,Villanova,80,2,Kentucky,74,Upset,1,Villanova,6,2,80,74,6,2,6
1986,Second Round,6,St. Joseph's,69,14,Cleveland State,75,Upset,1,Cleveland State,14,6,75,69,6,6,14
1998,Second Round,6,Arkansas,69,3,Utah,75,Not Upset,0,Utah,3,6,75,69,6,3,6
1998,Second Round,1,Duke,79,8,Oklahoma State,73,Not Upset,0,Duke,1,8,79,73,6,1,8
1998,Second Round,5,Illinois,61,4,Maryland,67,Not Upset,0,Maryland,4,5,67,61,6,4,5
1998,Sweet 16,8,Rhode Island,74,13,Valparaiso,68,Not Upset,0,Rhode Island,8,13,74,68,6,8,13
2017,First Round,7,Dayton,58,10,Wichita State,64,Upset,1,Wichita State,10,7,64,58,6,7,10
2015,Second Round,7,Michigan State,60,2,Virginia,54,Upset,1,Michigan State,7,2,60,54,6,2,7
2015,Elite Eight,7,Michigan State,76,4,Louisville,70,Upset,1,Michigan State,7,4,76,70,6,4,7
1997,Sweet 16,14,Chattanooga,65,10,Providence,71,Not Upset,0,Providence,10,14,71,65,6,10,14
1997,Second Round,1,Kentucky,75,8,Iowa,69,Not Upset,0,Kentucky,1,8,75,69,6,1,8
1997,Sweet 16,1,Minnesota,90,4,Clemson,84,Not Upset,0,Minnesota,1,4,90,84,6,1,4
1997,Sweet 16,1,North Carolina,63,5,California,57,Not Upset,0,North Carolina,1,5,63,57,6,1,5
2008,Second Round,7,West Virginia,73,2,Duke,67,Upset,1,West Virginia,7,2,73,67,6,2,7
2008,First Round,7,Gonzaga,76,10,Davidson,82,Upset,1,Davidson,10,7,82,76,6,7,10
1997,Second Round,5,Tulsa,59,4,Clemson,65,Not Upset,0,Clemson,4,5,65,59,6,4,5
2007,Second Round,7,UNLV,74,2,Wisconsin,68,Upset,1,UNLV,7,2,74,68,6,2,7
2006,First Round,7,California,52,10,North Carolina State,58,Upset,1,North Carolina State,10,7,58,52,6,7,10
2005,Second Round,7,West Virginia,111,2,Wake Forest,105,Upset,1,West Virginia,7,2,111,105,6,2,7
1996,Second Round,5,Iowa State,67,4,Utah,73,Not Upset,0,Utah,4,5,73,67,6,4,5
2004,First Round,7,Michigan State,66,10,Nevada,72,Upset,1,Nevada,10,7,72,66,6,7,10
1995,First Round,5,Alabama,91,12,Penn,85,Not Upset,0,Alabama,5,12,91,85,6,5,12
1995,First Round,7,Cincinnati,77,10,Temple,71,Not Upset,0,Cincinnati,7,10,77,71,6,7,10
1995,Second Round,12,Miami (Ohio),54,4,Virginia,60,Not Upset,0,Virginia,4,12,60,54,6,4,12
1995,First Round,6,Tulsa,68,11,Illinois,62,Not Upset,0,Tulsa,6,11,68,62,6,6,11
1995,Elite Eight,1,UCLA,102,2,Connecticut,96,Not Upset,0,UCLA,1,2,102,96,6,1,2
1995,First Round,8,Western Kentucky,82,9,Michigan,76,Not Upset,0,Western Kentucky,8,9,82,76,6,8,9
1988,Second Round,7,Vanderbilt,80,2,Pittsburgh,74,Upset,1,Vanderbilt,7,2,80,74,6,2,7
1987,First Round,7,Georgia Tech,79,10,LSU,85,Upset,1,LSU,10,7,85,79,6,7,10
1993,First Round,4,Louisville,76,13,Delaware,70,Not Upset,0,Louisville,4,13,76,70,6,4,13
1993,National Championship,1,Michigan,71,1,North Carolina,77,Not Upset,0,North Carolina,1,1,77,71,6,1,1
1993,Sweet 16,1,North Carolina,80,4,Arkansas,74,Not Upset,0,North Carolina,1,4,80,74,6,1,4
1993,First Round,8,Rhode Island,74,9,Purdue,68,Not Upset,0,Rhode Island,8,9,74,68,6,8,9
1993,Second Round,5,St. John's,74,4,Arkansas,80,Not Upset,0,Arkansas,4,5,80,74,6,4,5
1992,Second Round,6,Syracuse,71,3,Massachusetts,77,Not Upset,0,Massachusetts,3,6,77,71,6,3,6
1991,First Round,3,Kansas,55,14,New Orleans,49,Not Upset,0,Kansas,3,14,55,49,6,3,14
1991,First Round,5,Wake Forest,71,12,Louisiana Tech,65,Not Upset,0,Wake Forest,5,12,71,65,6,5,12
1990,First Round,3,Michigan,76,14,Illinois State,70,Not Upset,0,Michigan,3,14,76,70,6,3,14
1995,First Round,8,Brigham Young,70,9,Tulane,76,Upset,1,Tulane,9,8,76,70,6,8,9
1994,First Round,8,Providence,70,9,Alabama,76,Upset,1,Alabama,9,8,76,70,6,8,9
1992,First Round,8,Texas,92,9,Iowa,98,Upset,1,Iowa,9,8,98,92,6,8,9
1989,First Round,1,Illinois,77,16,McNeese State,71,Not Upset,0,Illinois,1,16,77,71,6,1,16
1988,First Round,4,Brigham Young,98,13,Charlotte,92,Not Upset,0,Brigham Young,4,13,98,92,6,4,13
2003,Second Round,10,Auburn,68,2,Wake Forest,62,Upset,1,Auburn,10,2,68,62,6,2,10
1987,Sweet 16,6,Florida,81,2,Syracuse,87,Not Upset,0,Syracuse,2,6,87,81,6,2,6
2000,Second Round,10,Gonzaga,82,2,St. John's,76,Upset,1,Gonzaga,10,2,82,76,6,2,10
1987,Sweet 16,1,Indiana,88,5,Duke,82,Not Upset,0,Indiana,1,5,88,82,6,1,5
1987,Sweet 16,1,North Carolina,74,5,Notre Dame,68,Not Upset,0,North Carolina,1,5,74,68,6,1,5
1987,First Round,2,Syracuse,79,15,Georgia Southern,73,Not Upset,0,Syracuse,2,15,79,73,6,2,15
1986,First Round,4,Georgetown,70,13,Texas Tech,64,Not Upset,0,Georgetown,4,13,70,64,6,4,13
1986,Second Round,5,Maryland,64,4,UNLV,70,Not Upset,0,UNLV,4,5,70,64,6,4,5
1986,First Round,2,Michigan,70,15,Akron,64,Not Upset,0,Michigan,2,15,70,64,6,2,15
1986,First Round,4,Oklahoma,80,13,Northeastern,74,Not Upset,0,Oklahoma,4,13,80,74,6,4,13
1986,Sweet 16,11,LSU,70,2,Georgia Tech,64,Upset,1,LSU,11,2,70,64,6,2,11
1985,Sweet 16,11,Auburn,56,2,North Carolina,62,Not Upset,0,North Carolina,2,11,62,56,6,2,11
1985,Elite Eight,1,Georgetown,60,2,Georgia Tech,54,Not Upset,0,Georgetown,1,2,60,54,6,1,2
2012,Second Round,12,South Florida,56,13,Ohio,62,Upset,1,Ohio,13,12,62,56,6,12,13
1985,Sweet 16,3,North Carolina State,61,7,Alabama,55,Not Upset,0,North Carolina State,3,7,61,55,6,3,7
1998,Second Round,12,Florida State,77,13,Valparaiso,83,Upset,1,Valparaiso,13,12,83,77,6,12,13
1985,Second Round,1,Oklahoma,75,9,Illinois State,69,Not Upset,0,Oklahoma,1,9,75,69,6,1,9
2016,Elite Eight,1,Kansas,59,2,Villanova,64,Upset,1,Villanova,2,1,64,59,5,1,2
2019,First Round,3,LSU,79,14,Yale,74,Not Upset,0,LSU,3,14,79,74,5,3,14
2019,Elite Eight,1,Virginia,80,3,Purdue,75,Not Upset,0,Virginia,1,3,80,75,5,1,3
2018,First Round,5,Kentucky,78,12,Davidson,73,Not Upset,0,Kentucky,5,12,78,73,5,5,12
2006,Elite Eight,1,Memphis,45,2,UCLA,50,Upset,1,UCLA,2,1,50,45,5,1,2
2018,First Round,7,Rhode Island,83,10,Oklahoma,78,Not Upset,0,Rhode Island,7,10,83,78,5,7,10
2018,First Round,6,TCU,57,11,Syracuse,52,Not Upset,0,TCU,6,11,57,52,5,6,11
2017,First Round,5,Virginia,76,12,UNC Wilmington,71,Not Upset,0,Virginia,5,12,76,71,5,5,12
1998,Second Round,1,Kansas,75,8,Rhode Island,80,Upset,1,Rhode Island,8,1,80,75,5,1,8
1997,National Championship,1,Kentucky,79,4,Arizona,84,Upset,1,Arizona,4,1,84,79,5,1,4
1996,Sweet 16,1,Connecticut,55,5,Mississippi State,60,Upset,1,Mississippi State,5,1,60,55,5,1,5
2016,First Round,5,Maryland,79,12,South Dakota State,74,Not Upset,0,Maryland,5,12,79,74,5,5,12
2016,Sweet 16,6,Notre Dame,61,7,Wisconsin,56,Not Upset,0,Notre Dame,6,7,61,56,5,6,7
2016,Second Round,1,Oregon,69,8,St. Joseph's,64,Not Upset,0,Oregon,1,8,69,64,5,1,8
1995,Sweet 16,1,Wake Forest,66,4,Oklahoma State,71,Upset,1,Oklahoma State,4,1,71,66,5,1,4
2016,Play-In,11,Tulsa,62,11,Michigan,67,Not Upset,0,Michigan,11,11,67,62,5,11,11
2015,First Round,7,Wichita State,81,10,Indiana,76,Not Upset,0,Wichita State,7,10,81,76,5,7,10
2015,National Championship,1,Wisconsin,63,1,Duke,68,Not Upset,0,Duke,1,1,68,63,5,1,1
2012,First Round,2,Duke,70,15,Lehigh,75,Upset,1,Lehigh,15,2,75,70,5,2,15
2014,First Round,8,Memphis,71,9,George Washington,66,Not Upset,0,Memphis,8,9,71,66,5,8,9
2009,Second Round,5,Purdue,76,4,Washington,74,Upset,1,Purdue,5,4,76,74,2,4,5
2013,Final Four,4,Michigan,61,4,Syracuse,56,Not Upset,0,Michigan,4,4,61,56,5,4,4
2014,Sweet 16,3,Iowa State,76,7,Connecticut,81,Upset,1,Connecticut,7,3,81,76,5,3,7
2012,Sweet 16,3,Baylor,75,10,Xavier,70,Not Upset,0,Baylor,3,10,75,70,5,3,10
2002,Sweet 16,3,Pittsburgh,73,10,Kent State,78,Upset,1,Kent State,10,3,78,73,5,3,10
1991,First Round,3,Nebraska,84,14,Xavier,89,Upset,1,Xavier,14,3,89,84,5,3,14
2011,Second Round,5,Kansas State,65,4,Wisconsin,70,Not Upset,0,Wisconsin,4,5,70,65,5,4,5
2011,First Round,5,Kansas State,73,12,Utah State,68,Not Upset,0,Kansas State,5,12,73,68,5,5,12
1989,Sweet 16,3,Michigan,92,2,North Carolina,87,Upset,1,Michigan,3,2,92,87,5,2,3
1987,Sweet 16,3,DePaul,58,10,LSU,63,Upset,1,LSU,10,3,63,58,5,3,10
2012,First Round,4,Michigan,60,13,Ohio,65,Upset,1,Ohio,13,4,65,60,5,4,13
2010,First Round,3,New Mexico,62,14,Montana,57,Not Upset,0,New Mexico,3,14,62,57,5,3,14
2010,Sweet 16,6,Xavier,96,2,Kansas State,101,Not Upset,0,Kansas State,2,6,101,96,5,2,6
2009,Sweet 16,3,Kansas,62,2,Michigan State,67,Not Upset,0,Michigan State,2,3,67,62,5,2,3
1991,First Round,4,UCLA,69,13,Penn State,74,Upset,1,Penn State,13,4,74,69,5,4,13
2009,Sweet 16,1,Pittsburgh,60,4,Xavier,55,Not Upset,0,Pittsburgh,1,4,60,55,5,1,4
2008,First Round,6,Purdue,90,11,Baylor,79,Not Upset,0,Purdue,6,11,90,79,11,6,11
2009,Second Round,10,Southern California,69,2,Michigan State,74,Not Upset,0,Michigan State,2,10,74,69,5,2,10
2009,Second Round,7,Texas,69,2,Duke,74,Not Upset,0,Duke,2,7,74,69,5,2,7
1987,First Round,4,Clemson,60,13,Missouri State,65,Upset,1,Missouri State,13,4,65,60,5,4,13
2008,Second Round,7,Butler,71,2,Tennessee,76,Not Upset,0,Tennessee,2,7,76,71,5,2,7
2014,First Round,5,Oklahoma,75,12,North Dakota State,80,Upset,1,North Dakota State,12,5,80,75,5,5,12
2007,Second Round,7,Indiana,49,2,UCLA,54,Not Upset,0,UCLA,2,7,54,49,5,2,7
2007,Second Round,11,Virginia Commonwealth,79,3,Pittsburgh,84,Not Upset,0,Pittsburgh,3,11,84,79,5,3,11
2006,First Round,7,Georgetown,54,10,Northern Iowa,49,Not Upset,0,Georgetown,7,10,54,49,5,7,10
2005,First Round,4,Florida,67,13,Ohio,62,Not Upset,0,Florida,4,13,67,62,5,4,13
